"Entrez.Gene.IDA"	"Symbol.A"	"Entrez.Gene.IDB"	"Symbol.B"
"6455"	"SH3GL1"	"55048"	"VPS37C"
"6455"	"SH3GL1"	"55211"	"DPPA4"
"6455"	"SH3GL1"	"63898"	"SH2D4A"
"6455"	"SH3GL1"	"114569"	"MAL2"
"6455"	"SH3GL1"	"399665"	"FAM102A"
"6470"	"SHMT1"	"6470"	"SHMT1"
"6470"	"SHMT1"	"6818"	"SULT1A3"
"6472"	"SHMT2"	"23204"	"ARL6IP1"
"6472"	"SHMT2"	"116173"	"CMTM5"
"6477"	"SIAH1"	"6477"	"SIAH1"
"6477"	"SIAH1"	"7159"	"TP53BP2"
"6477"	"SIAH1"	"7469"	"NELFA"
"6477"	"SIAH1"	"7707"	"ZNF148"
"6477"	"SIAH1"	"7802"	"DNALI1"
"6477"	"SIAH1"	"8326"	"FZD9"
"6477"	"SIAH1"	"8409"	"UXT"
"6477"	"SIAH1"	"8697"	"CDC23"
"6477"	"SIAH1"	"8851"	"CDK5R1"
"6477"	"SIAH1"	"9066"	"SYT7"
"6477"	"SIAH1"	"9363"	"RAB33A"
"6477"	"SIAH1"	"10635"	"RAD51AP1"
"6477"	"SIAH1"	"22827"	"PUF60"
"6477"	"SIAH1"	"23005"	"MAPKBP1"
"6477"	"SIAH1"	"23089"	"PEG10"
"6477"	"SIAH1"	"23095"	"KIF1B"
"6477"	"SIAH1"	"23132"	"RAD54L2"
"6477"	"SIAH1"	"26121"	"PRPF31"
"6477"	"SIAH1"	"27125"	"AFF4"
"6477"	"SIAH1"	"29103"	"DNAJC15"
"6477"	"SIAH1"	"51110"	"LACTB2"
"6477"	"SIAH1"	"51428"	"DDX41"
"6477"	"SIAH1"	"54472"	"TOLLIP"
"6477"	"SIAH1"	"54819"	"ZCCHC10"
"6477"	"SIAH1"	"54870"	"QRICH1"
"6477"	"SIAH1"	"55093"	"WDYHV1"
"6477"	"SIAH1"	"55138"	"FAM90A1"
"6477"	"SIAH1"	"55195"	"C14orf105"
"6477"	"SIAH1"	"55633"	"TBC1D22B"
"6477"	"SIAH1"	"56243"	"KIAA1217"
"6477"	"SIAH1"	"57473"	"ZNF512B"
"6477"	"SIAH1"	"60496"	"AASDHPPT"
"6477"	"SIAH1"	"64393"	"ZMAT3"
"6477"	"SIAH1"	"65083"	"NOL6"
"6477"	"SIAH1"	"78990"	"OTUB2"
"6477"	"SIAH1"	"79038"	"ZFYVE21"
"6477"	"SIAH1"	"79188"	"TMEM43"
"6477"	"SIAH1"	"79891"	"ZNF671"
"6477"	"SIAH1"	"79932"	"KIAA0319L"
"6477"	"SIAH1"	"80210"	"ARMC9"
"6477"	"SIAH1"	"80726"	"KIAA1683"
"6477"	"SIAH1"	"81030"	"ZBP1"
"6477"	"SIAH1"	"81544"	"GDPD5"
"6477"	"SIAH1"	"81786"	"TRIM7"
"6477"	"SIAH1"	"84056"	"KATNAL1"
"6477"	"SIAH1"	"84221"	"SPATC1L"
"6477"	"SIAH1"	"91582"	"RPS19BP1"
"6477"	"SIAH1"	"114971"	"PTPMT1"
"6477"	"SIAH1"	"116349"	"C5orf55"
"6477"	"SIAH1"	"121504"	"HIST4H4"
"6477"	"SIAH1"	"122183"	"PRR20A"
"6477"	"SIAH1"	"132851"	"SPATA4"
"6477"	"SIAH1"	"148932"	"MOB3C"
"6477"	"SIAH1"	"151531"	"UPP2"
"6477"	"SIAH1"	"219402"	"MTIF3"
"6477"	"SIAH1"	"389874"	"ZCCHC13"
"6498"	"SKIL"	"8576"	"STK16"
"6498"	"SKIL"	"11339"	"OIP5"
"6498"	"SKIL"	"51160"	"VPS28"
"6498"	"SKIL"	"56000"	"NXF3"
"6500"	"SKP1"	"23219"	"FBXO28"
"6500"	"SKP1"	"26232"	"FBXO2"
"6500"	"SKP1"	"26234"	"FBXL5"
"6500"	"SKP1"	"51074"	"APIP"
"6500"	"SKP1"	"54793"	"KCTD9"
"6500"	"SKP1"	"55336"	"FBXL8"
"6500"	"SKP1"	"80204"	"FBXO11"
"6500"	"SKP1"	"84832"	"ANKRD36BP1"
"6500"	"SKP1"	"93611"	"FBXO44"
"6500"	"SKP1"	"115290"	"FBXO17"
"6500"	"SKP1"	"119369"	"NUDT9P1"
"6500"	"SKP1"	"199223"	"TTC21A"
"6500"	"SKP1"	"283237"	"TTC9C"
"6505"	"SLC1A1"	"388633"	"LDLRAD1"
"6541"	"SLC7A1"	"89885"	"FATE1"
"6588"	"SLN"	"84283"	"TMEM79"
"6588"	"SLN"	"147872"	"CCDC155"
"6588"	"SLN"	"163183"	"SYNE4"
"6590"	"SLPI"	"171483"	"FAM9B"
"6595"	"SMARCA2"	"222389"	"BEND7"
"6599"	"SMARCC1"	"54507"	"ADAMTSL4"
"6602"	"SMARCD1"	"29079"	"MED4"
"6602"	"SMARCD1"	"79720"	"VPS37B"
"6603"	"SMARCD2"	"388677"	"NOTCH2NL"
"6605"	"SMARCE1"	"8676"	"STX11"
"6605"	"SMARCE1"	"9322"	"TRIP10"
"6605"	"SMARCE1"	"9832"	"JAKMIP2"
"6605"	"SMARCE1"	"10615"	"SPAG5"
"6605"	"SMARCE1"	"10928"	"RALBP1"
"6605"	"SMARCE1"	"23265"	"EXOC7"
"6605"	"SMARCE1"	"23281"	"MTUS2"
"6605"	"SMARCE1"	"23636"	"NUP62"
"6605"	"SMARCE1"	"24144"	"TFIP11"
"6605"	"SMARCE1"	"29079"	"MED4"
"6605"	"SMARCE1"	"51421"	"AMOTL2"
"6605"	"SMARCE1"	"57159"	"TRIM54"
"6605"	"SMARCE1"	"60561"	"RINT1"
"6605"	"SMARCE1"	"64753"	"CCDC136"
"6605"	"SMARCE1"	"80254"	"CEP63"
"6605"	"SMARCE1"	"80321"	"CEP70"
"6605"	"SMARCE1"	"83878"	"USHBP1"
"6605"	"SMARCE1"	"84289"	"ING5"
"6605"	"SMARCE1"	"93426"	"SYCE1"
"6605"	"SMARCE1"	"114932"	"MRFAP1L1"
"6605"	"SMARCE1"	"125115"	"KRT40"
"6605"	"SMARCE1"	"145282"	"MIPOL1"
"6605"	"SMARCE1"	"200081"	"TXLNA"
"6605"	"SMARCE1"	"285622"	"NBPF22P"
"6605"	"SMARCE1"	"374355"	"CCDC172"
"6605"	"SMARCE1"	"386676"	"KRTAP10-9"
"6605"	"SMARCE1"	"388677"	"NOTCH2NL"
"6605"	"SMARCE1"	"645455"	"CEP170P1"
"6607"	"SMN2"	"6607"	"SMN2"
"6607"	"SMN2"	"9360"	"PPIG"
"6607"	"SMN2"	"9533"	"POLR1C"
"6607"	"SMN2"	"11100"	"HNRNPUL1"
"6607"	"SMN2"	"26097"	"CHTOP"
"6607"	"SMN2"	"26258"	"BLOC1S6"
"6607"	"SMN2"	"51160"	"VPS28"
"6607"	"SMN2"	"171483"	"FAM9B"
"6612"	"SUMO3"	"10208"	"USPL1"
"6612"	"SUMO3"	"59343"	"SENP2"
"6613"	"SUMO2"	"29761"	"USP25"
"6613"	"SUMO2"	"57594"	"HOMEZ"
"6613"	"SUMO2"	"59343"	"SENP2"
"6615"	"SNAI1"	"11043"	"MID2"
"6615"	"SNAI1"	"23281"	"MTUS2"
"6615"	"SNAI1"	"125115"	"KRT40"
"6615"	"SNAI1"	"386682"	"KRTAP10-3"
"6615"	"SNAI1"	"388677"	"NOTCH2NL"
"6619"	"SNAPC3"	"51171"	"HSD17B14"
"6619"	"SNAPC3"	"285753"	"CEP57L1"
"6626"	"SNRPA"	"6626"	"SNRPA"
"6626"	"SNRPA"	"6627"	"SNRPA1"
"6626"	"SNRPA"	"9444"	"QKI"
"6626"	"SNRPA"	"10495"	"ENOX2"
"6626"	"SNRPA"	"11338"	"U2AF2"
"6626"	"SNRPA"	"23281"	"MTUS2"
"6626"	"SNRPA"	"25915"	"NDUFAF3"
"6626"	"SNRPA"	"27316"	"RBMX"
"6626"	"SNRPA"	"51603"	"METTL13"
"6626"	"SNRPA"	"114823"	"LENG8"
"6628"	"SNRPB"	"9240"	"PNMA1"
"6628"	"SNRPB"	"10241"	"CALCOCO2"
"6628"	"SNRPB"	"10421"	"CD2BP2"
"6628"	"SNRPB"	"11030"	"RBPMS"
"6628"	"SNRPB"	"24144"	"TFIP11"
"6628"	"SNRPB"	"26039"	"SS18L1"
"6628"	"SNRPB"	"54971"	"BANP"
"6628"	"SNRPB"	"55165"	"CEP55"
"6628"	"SNRPB"	"84456"	"L3MBTL3"
"6628"	"SNRPB"	"125115"	"KRT40"
"6628"	"SNRPB"	"222546"	"RFX6"
"6629"	"SNRPB2"	"7541"	"ZBTB14"
"6629"	"SNRPB2"	"9240"	"PNMA1"
"6629"	"SNRPB2"	"23281"	"MTUS2"
"6629"	"SNRPB2"	"57594"	"HOMEZ"
"6629"	"SNRPB2"	"79618"	"HMBOX1"
"6631"	"SNRPC"	"9500"	"MAGED1"
"6631"	"SNRPC"	"11030"	"RBPMS"
"6631"	"SNRPC"	"11060"	"WWP2"
"6631"	"SNRPC"	"11340"	"EXOSC8"
"6631"	"SNRPC"	"23201"	"FAM168A"
"6631"	"SNRPC"	"26039"	"SS18L1"
"6631"	"SNRPC"	"26206"	"SPAG8"
"6631"	"SNRPC"	"29781"	"NCAPH2"
"6631"	"SNRPC"	"51171"	"HSD17B14"
"6631"	"SNRPC"	"54033"	"RBM11"
"6631"	"SNRPC"	"55072"	"RNF31"
"6631"	"SNRPC"	"222546"	"RFX6"
"6633"	"SNRPD2"	"80321"	"CEP70"
"6636"	"SNRPF"	"8161"	"COIL"
"6636"	"SNRPF"	"9454"	"HOMER3"
"6636"	"SNRPF"	"10320"	"IKZF1"
"6636"	"SNRPF"	"23658"	"LSM5"
"6636"	"SNRPF"	"84708"	"LNX1"
"6637"	"SNRPG"	"115265"	"DDIT4L"
"6642"	"SNX1"	"10313"	"RTN3"
"6642"	"SNX1"	"10567"	"RABAC1"
"6642"	"SNX1"	"23204"	"ARL6IP1"
"6642"	"SNX1"	"57085"	"AGTRAP"
"6642"	"SNX1"	"57142"	"RTN4"
"6642"	"SNX1"	"92840"	"REEP6"
"6642"	"SNX1"	"116173"	"CMTM5"
"6642"	"SNX1"	"139341"	"FUNDC1"
"6642"	"SNX1"	"254122"	"SNX32"
"6652"	"SORD"	"6652"	"SORD"
"6657"	"SOX2"	"7341"	"SUMO1"
"6660"	"SOX5"	"6660"	"SOX5"
"6660"	"SOX5"	"8697"	"CDC23"
"6660"	"SOX5"	"10524"	"KAT5"
"6660"	"SOX5"	"10865"	"ARID5A"
"6660"	"SOX5"	"51545"	"ZNF581"
"6660"	"SOX5"	"57332"	"CBX8"
"6660"	"SOX5"	"115572"	"FAM46B"
"6660"	"SOX5"	"122183"	"PRR20A"
"6660"	"SOX5"	"283385"	"MORN3"
"6660"	"SOX5"	"391257"	"SUMO1P1"
"6665"	"SOX15"	"8553"	"BHLHE40"
"6665"	"SOX15"	"86614"	"HSFY1"
"6668"	"SP2"	"54971"	"BANP"
"6671"	"SP4"	"8751"	"ADAM15"
"6671"	"SP4"	"10169"	"SERF2"
"6671"	"SP4"	"55885"	"LMO3"
"6671"	"SP4"	"93986"	"FOXP2"
"6671"	"SP4"	"117286"	"CIB3"
"6671"	"SP4"	"122183"	"PRR20A"
"6671"	"SP4"	"222255"	"ATXN7L1"
"6671"	"SP4"	"730441"	"LOC730441"
"6672"	"SP100"	"6672"	"SP100"
"6672"	"SP100"	"7341"	"SUMO1"
"6672"	"SP100"	"8445"	"DYRK2"
"6672"	"SP100"	"9584"	"RBM39"
"6672"	"SP100"	"23468"	"CBX5"
"6672"	"SP100"	"51101"	"ZC2HC1A"
"6672"	"SP100"	"51421"	"AMOTL2"
"6672"	"SP100"	"54810"	"GIPC2"
"6672"	"SP100"	"80342"	"TRAF3IP3"
"6672"	"SP100"	"84456"	"L3MBTL3"
"6672"	"SP100"	"285093"	"RTP5"
"6675"	"UAP1"	"6675"	"UAP1"
"6687"	"SPG7"	"9051"	"PSTPIP1"
"6687"	"SPG7"	"9240"	"PNMA1"
"6687"	"SPG7"	"10197"	"PSME3"
"6687"	"SPG7"	"11030"	"RBPMS"
"6687"	"SPG7"	"23281"	"MTUS2"
"6687"	"SPG7"	"23582"	"CCNDBP1"
"6687"	"SPG7"	"84445"	"LZTS2"
"6687"	"SPG7"	"125115"	"KRT40"
"6687"	"SPG7"	"202559"	"KHDRBS2"
"6687"	"SPG7"	"386675"	"KRTAP10-7"
"6687"	"SPG7"	"386676"	"KRTAP10-9"
"6687"	"SPG7"	"386682"	"KRTAP10-3"
"6687"	"SPG7"	"388677"	"NOTCH2NL"
"6691"	"SPINK2"	"54507"	"ADAMTSL4"
"6691"	"SPINK2"	"386682"	"KRTAP10-3"
"6691"	"SPINK2"	"388677"	"NOTCH2NL"
"6717"	"SRI"	"6938"	"TCF12"
"6717"	"SRI"	"10241"	"CALCOCO2"
"6717"	"SRI"	"54458"	"PRR13"
"6733"	"SRPK2"	"6733"	"SRPK2"
"6733"	"SRPK2"	"7307"	"U2AF1"
"6733"	"SRPK2"	"7746"	"ZSCAN9"
"6733"	"SRPK2"	"8233"	"ZRSR2"
"6733"	"SRPK2"	"9513"	"FXR2"
"6733"	"SRPK2"	"9584"	"RBM39"
"6733"	"SRPK2"	"10921"	"RNPS1"
"6733"	"SRPK2"	"11017"	"SNRNP27"
"6733"	"SRPK2"	"51213"	"LUZP4"
"6733"	"SRPK2"	"84950"	"PRPF38A"
"6737"	"TRIM21"	"6737"	"TRIM21"
"6737"	"TRIM21"	"7329"	"UBE2I"
"6737"	"TRIM21"	"9958"	"USP15"
"6737"	"TRIM21"	"10750"	"GRAP"
"6737"	"TRIM21"	"25828"	"TXN2"
"6737"	"TRIM21"	"28396"	"IGHV4-31"
"6737"	"TRIM21"	"56658"	"TRIM39"
"6756"	"SSX1"	"51438"	"MAGEC2"
"6757"	"SSX2"	"8548"	"BLZF1"
"6757"	"SSX2"	"8887"	"TAX1BP1"
"6757"	"SSX2"	"9189"	"ZBED1"
"6757"	"SSX2"	"10142"	"AKAP9"
"6757"	"SSX2"	"51438"	"MAGEC2"
"6757"	"SSX2"	"83637"	"ZMIZ2"
"6757"	"SSX2"	"93426"	"SYCE1"
"6757"	"SSX2"	"117177"	"RAB3IP"
"6757"	"SSX2"	"117178"	"SSX2IP"
"6757"	"SSX2"	"125115"	"KRT40"
"6758"	"SSX5"	"57085"	"AGTRAP"
"6760"	"SS18"	"6760"	"SS18"
"6760"	"SS18"	"84807"	"NFKBID"
"6769"	"STAC"	"25959"	"KANK2"
"6769"	"STAC"	"84445"	"LZTS2"
"6769"	"STAC"	"158405"	"KIAA1958"
"6772"	"STAT1"	"54726"	"OTUD4"
"6772"	"STAT1"	"84285"	"EIF1AD"
"6774"	"STAT3"	"6850"	"SYK"
"6776"	"STAT5A"	"6938"	"TCF12"
"6780"	"STAU1"	"10539"	"GLRX3"
"6780"	"STAU1"	"29107"	"NXT1"
"6780"	"STAU1"	"64393"	"ZMAT3"
"6780"	"STAU1"	"91694"	"LONRF1"
"6782"	"HSPA13"	"29979"	"UBQLN1"
"6788"	"STK3"	"7185"	"TRAF1"
"6788"	"STK3"	"7871"	"SLMAP"
"6788"	"STK3"	"9770"	"RASSF2"
"6788"	"STK3"	"29844"	"TFPT"
"6788"	"STK3"	"64395"	"GMCL1"
"6788"	"STK3"	"83937"	"RASSF4"
"6788"	"STK3"	"171483"	"FAM9B"
"6799"	"SULT1A2"	"60491"	"NIF3L1"
"6801"	"STRN"	"24144"	"TFIP11"
"6801"	"STRN"	"60561"	"RINT1"
"6809"	"STX3"	"6810"	"STX4"
"6809"	"STX3"	"63908"	"NAPB"
"6810"	"STX4"	"6810"	"STX4"
"6810"	"STX4"	"6811"	"STX5"
"6810"	"STX4"	"6843"	"VAMP1"
"6810"	"STX4"	"6844"	"VAMP2"
"6810"	"STX4"	"8417"	"STX7"
"6810"	"STX4"	"8674"	"VAMP4"
"6810"	"STX4"	"8675"	"STX16"
"6810"	"STX4"	"9341"	"VAMP3"
"6810"	"STX4"	"9482"	"STX8"
"6810"	"STX4"	"9570"	"GOSR2"
"6810"	"STX4"	"10228"	"STX6"
"6810"	"STX4"	"10282"	"BET1"
"6810"	"STX4"	"10490"	"VTI1B"
"6810"	"STX4"	"10791"	"VAMP5"
"6810"	"STX4"	"23673"	"STX12"
"6810"	"STX4"	"26984"	"SEC22A"
"6810"	"STX4"	"55340"	"GIMAP5"
"6810"	"STX4"	"63908"	"NAPB"
"6810"	"STX4"	"79901"	"CYBRD1"
"6810"	"STX4"	"116841"	"SNAP47"
"6811"	"STX5"	"6867"	"TACC1"
"6811"	"STX5"	"63908"	"NAPB"
"6811"	"STX5"	"147872"	"CCDC155"
"6812"	"STXBP1"	"8676"	"STX11"
"6812"	"STXBP1"	"10475"	"TRIM38"
"6812"	"STXBP1"	"415117"	"STX19"
"6817"	"SULT1A1"	"6820"	"SULT2B1"
"6818"	"SULT1A3"	"60491"	"NIF3L1"
"6818"	"SULT1A3"	"202559"	"KHDRBS2"
"6820"	"SULT2B1"	"6820"	"SULT2B1"
"6820"	"SULT2B1"	"27284"	"SULT1B1"
"6820"	"SULT2B1"	"130540"	"ALS2CR12"
"6822"	"SULT2A1"	"27284"	"SULT1B1"
"6832"	"SUPV3L1"	"84445"	"LZTS2"
"6839"	"SUV39H1"	"23468"	"CBX5"
"6839"	"SUV39H1"	"29911"	"HOOK2"
"6839"	"SUV39H1"	"80321"	"CEP70"
"6839"	"SUV39H1"	"84445"	"LZTS2"
"6839"	"SUV39H1"	"386675"	"KRTAP10-7"
"6843"	"VAMP1"	"9342"	"SNAP29"
"6843"	"VAMP1"	"147872"	"CCDC155"
"6844"	"VAMP2"	"9342"	"SNAP29"
"6846"	"XCL2"	"386676"	"KRTAP10-9"
"6846"	"XCL2"	"388677"	"NOTCH2NL"
"6850"	"SYK"	"9047"	"SH2D2A"
"6850"	"SYK"	"29761"	"USP25"
"6867"	"TACC1"	"8945"	"BTRC"
"6867"	"TACC1"	"51072"	"MEMO1"
"6867"	"TACC1"	"63898"	"SH2D4A"
"6871"	"TADA2A"	"9470"	"EIF4E2"
"6871"	"TADA2A"	"10651"	"MTX2"
"6871"	"TADA2A"	"10667"	"FARS2"
"6871"	"TADA2A"	"10946"	"SF3A3"
"6871"	"TADA2A"	"23503"	"ZFYVE26"
"6871"	"TADA2A"	"26051"	"PPP1R16B"
"6871"	"TADA2A"	"26121"	"PRPF31"
"6871"	"TADA2A"	"54535"	"CCHCR1"
"6871"	"TADA2A"	"54955"	"C1orf109"
"6871"	"TADA2A"	"55536"	"CDCA7L"
"6871"	"TADA2A"	"63940"	"GPSM3"
"6871"	"TADA2A"	"64927"	"TTC23"
"6871"	"TADA2A"	"85302"	"FBF1"
"6871"	"TADA2A"	"89953"	"KLC4"
"6871"	"TADA2A"	"149950"	"LOC149950"
"6871"	"TADA2A"	"150483"	"TEKT4"
"6871"	"TADA2A"	"163050"	"ZNF564"
"6871"	"TADA2A"	"283237"	"TTC9C"
"6871"	"TADA2A"	"340359"	"KLHL38"
"6871"	"TADA2A"	"441518"	"FAM127C"
"6880"	"TAF9"	"10397"	"NDRG1"
"6880"	"TAF9"	"10542"	"LAMTOR5"
"6880"	"TAF9"	"10589"	"DRAP1"
"6880"	"TAF9"	"10629"	"TAF6L"
"6882"	"TAF11"	"10513"	"APPBP2"
"6884"	"TAF13"	"23281"	"MTUS2"
"6887"	"TAL2"	"6925"	"TCF4"
"6895"	"TARBP2"	"6895"	"TARBP2"
"6895"	"TARBP2"	"8575"	"PRKRA"
"6895"	"TARBP2"	"23567"	"ZNF346"
"6895"	"TARBP2"	"55342"	"STRBP"
"6895"	"TARBP2"	"170082"	"TCEANC"
"6897"	"TARS"	"79020"	"C7orf25"
"6897"	"TARS"	"123283"	"TARSL2"
"6898"	"TAT"	"6898"	"TAT"
"6898"	"TAT"	"7337"	"UBE3A"
"6908"	"TBP"	"117178"	"SSX2IP"
"6911"	"TBX6"	"9878"	"TOX4"
"6911"	"TBX6"	"11030"	"RBPMS"
"6911"	"TBX6"	"84970"	"C1orf94"
"6911"	"TBX6"	"86614"	"HSFY1"
"6913"	"TBX15"	"6913"	"TBX15"
"6913"	"TBX15"	"27287"	"VENTX"
"6919"	"TCEA2"	"6925"	"TCF4"
"6919"	"TCEA2"	"7024"	"TFCP2"
"6919"	"TCEA2"	"7186"	"TRAF2"
"6919"	"TCEA2"	"7681"	"MKRN3"
"6919"	"TCEA2"	"8887"	"TAX1BP1"
"6919"	"TCEA2"	"10318"	"TNIP1"
"6919"	"TCEA2"	"11043"	"MID2"
"6919"	"TCEA2"	"11340"	"EXOSC8"
"6919"	"TCEA2"	"27238"	"GPKOW"
"6919"	"TCEA2"	"54507"	"ADAMTSL4"
"6919"	"TCEA2"	"55145"	"THAP1"
"6919"	"TCEA2"	"57159"	"TRIM54"
"6919"	"TCEA2"	"64753"	"CCDC136"
"6919"	"TCEA2"	"80705"	"TSGA10"
"6919"	"TCEA2"	"80817"	"CEP44"
"6919"	"TCEA2"	"84445"	"LZTS2"
"6919"	"TCEA2"	"125115"	"KRT40"
"6919"	"TCEA2"	"158405"	"KIAA1958"
"6919"	"TCEA2"	"171483"	"FAM9B"
"6919"	"TCEA2"	"386675"	"KRTAP10-7"
"6921"	"TCEB1"	"6923"	"TCEB2"
"6921"	"TCEB1"	"196541"	"METTL21C"
"6924"	"TCEB3"	"9832"	"JAKMIP2"
"6924"	"TCEB3"	"10733"	"PLK4"
"6924"	"TCEB3"	"11043"	"MID2"
"6924"	"TCEB3"	"57159"	"TRIM54"
"6924"	"TCEB3"	"57594"	"HOMEZ"
"6924"	"TCEB3"	"64395"	"GMCL1"
"6924"	"TCEB3"	"80321"	"CEP70"
"6924"	"TCEB3"	"125115"	"KRT40"
"6924"	"TCEB3"	"171483"	"FAM9B"
"6924"	"TCEB3"	"220082"	"SPERT"
"6924"	"TCEB3"	"285753"	"CEP57L1"
"6924"	"TCEB3"	"386682"	"KRTAP10-3"
"6925"	"TCF4"	"7678"	"ZNF124"
"6925"	"TCF4"	"8115"	"TCL1A"
"6925"	"TCF4"	"8434"	"RECK"
"6925"	"TCF4"	"8440"	"NCK2"
"6925"	"TCF4"	"8520"	"HAT1"
"6925"	"TCF4"	"8543"	"LMO4"
"6925"	"TCF4"	"8576"	"STK16"
"6925"	"TCF4"	"8676"	"STX11"
"6925"	"TCF4"	"9138"	"ARHGEF1"
"6925"	"TCF4"	"9464"	"HAND2"
"6925"	"TCF4"	"9470"	"EIF4E2"
"6925"	"TCF4"	"9533"	"POLR1C"
"6925"	"TCF4"	"10036"	"CHAF1A"
"6925"	"TCF4"	"10078"	"TSSC4"
"6925"	"TCF4"	"10286"	"BCAS2"
"6925"	"TCF4"	"10459"	"MAD2L2"
"6925"	"TCF4"	"10539"	"GLRX3"
"6925"	"TCF4"	"10783"	"NEK6"
"6925"	"TCF4"	"10817"	"FRS3"
"6925"	"TCF4"	"22950"	"SLC4A1AP"
"6925"	"TCF4"	"23005"	"MAPKBP1"
"6925"	"TCF4"	"23136"	"EPB41L3"
"6925"	"TCF4"	"23334"	"SZT2"
"6925"	"TCF4"	"25885"	"POLR1A"
"6925"	"TCF4"	"26003"	"GORASP2"
"6925"	"TCF4"	"26511"	"CHIC2"
"6925"	"TCF4"	"27129"	"HSPB7"
"6925"	"TCF4"	"27156"	"RSPH14"
"6925"	"TCF4"	"27158"	"NDOR1"
"6925"	"TCF4"	"29922"	"NME7"
"6925"	"TCF4"	"29948"	"OSGIN1"
"6925"	"TCF4"	"50619"	"DEF6"
"6925"	"TCF4"	"51013"	"EXOSC1"
"6925"	"TCF4"	"51072"	"MEMO1"
"6925"	"TCF4"	"51142"	"CHCHD2"
"6925"	"TCF4"	"51160"	"VPS28"
"6925"	"TCF4"	"51324"	"SPG21"
"6925"	"TCF4"	"51645"	"PPIL1"
"6925"	"TCF4"	"51693"	"TRAPPC2L"
"6925"	"TCF4"	"54726"	"OTUD4"
"6925"	"TCF4"	"54955"	"C1orf109"
"6925"	"TCF4"	"54957"	"TXNL4B"
"6925"	"TCF4"	"55080"	"TAPBPL"
"6925"	"TCF4"	"55110"	"MAGOHB"
"6925"	"TCF4"	"55337"	"C19orf66"
"6925"	"TCF4"	"56344"	"CABP5"
"6925"	"TCF4"	"56891"	"LGALS14"
"6925"	"TCF4"	"56923"	"NMUR2"
"6925"	"TCF4"	"56984"	"PSMG2"
"6925"	"TCF4"	"57559"	"STAMBPL1"
"6925"	"TCF4"	"58524"	"DMRT3"
"6925"	"TCF4"	"60592"	"SCOC"
"6925"	"TCF4"	"64081"	"PBLD"
"6925"	"TCF4"	"64093"	"SMOC1"
"6925"	"TCF4"	"65987"	"KCTD14"
"6925"	"TCF4"	"79058"	"ASPSCR1"
"6925"	"TCF4"	"79165"	"LENG1"
"6925"	"TCF4"	"79637"	"ARMC7"
"6925"	"TCF4"	"79707"	"NOL9"
"6925"	"TCF4"	"79843"	"FAM124B"
"6925"	"TCF4"	"80308"	"FLAD1"
"6925"	"TCF4"	"81629"	"TSSK3"
"6925"	"TCF4"	"81854"	"ZNF205-AS1"
"6925"	"TCF4"	"83606"	"GUCD1"
"6925"	"TCF4"	"84069"	"PLEKHN1"
"6925"	"TCF4"	"84221"	"SPATC1L"
"6925"	"TCF4"	"84294"	"UTP23"
"6925"	"TCF4"	"84914"	"ZNF587"
"6925"	"TCF4"	"91252"	"SLC39A13"
"6925"	"TCF4"	"112869"	"CCDC101"
"6925"	"TCF4"	"114327"	"EFHC1"
"6925"	"TCF4"	"114792"	"KLHL32"
"6925"	"TCF4"	"114932"	"MRFAP1L1"
"6925"	"TCF4"	"117581"	"TWIST2"
"6925"	"TCF4"	"118812"	"MORN4"
"6925"	"TCF4"	"121549"	"ASCL4"
"6925"	"TCF4"	"124995"	"MRPL10"
"6925"	"TCF4"	"126382"	"NR2C2AP"
"6925"	"TCF4"	"129807"	"NEU4"
"6925"	"TCF4"	"147687"	"ZNF417"
"6925"	"TCF4"	"147700"	"KLC3"
"6925"	"TCF4"	"155006"	"TMEM213"
"6925"	"TCF4"	"160065"	"PATE1"
"6925"	"TCF4"	"170685"	"NUDT10"
"6925"	"TCF4"	"170954"	"PPP1R18"
"6925"	"TCF4"	"222894"	"FERD3L"
"6925"	"TCF4"	"253827"	"MSRB3"
"6925"	"TCF4"	"254359"	"ZDHHC24"
"6925"	"TCF4"	"284086"	"NEK8"
"6925"	"TCF4"	"284904"	"SEC14L4"
"6925"	"TCF4"	"347517"	"RAB41"
"6925"	"TCF4"	"389799"	"C9orf171"
"6925"	"TCF4"	"390535"	"GOLGA8EP"
"6925"	"TCF4"	"401508"	"FAM74A4"
"6925"	"TCF4"	"440321"	"FLJ32679"
"6925"	"TCF4"	"441362"	"REXO1L6P"
"6929"	"TCF3"	"9747"	"FAM115A"
"6938"	"TCF12"	"7257"	"TSNAX"
"6938"	"TCF12"	"8576"	"STK16"
"6938"	"TCF12"	"23005"	"MAPKBP1"
"6938"	"TCF12"	"25852"	"ARMC8"
"6938"	"TCF12"	"26098"	"EDRF1"
"6938"	"TCF12"	"27297"	"CRCP"
"6938"	"TCF12"	"29948"	"OSGIN1"
"6938"	"TCF12"	"50674"	"NEUROG3"
"6938"	"TCF12"	"51160"	"VPS28"
"6938"	"TCF12"	"51324"	"SPG21"
"6938"	"TCF12"	"54955"	"C1orf109"
"6938"	"TCF12"	"55577"	"NAGK"
"6938"	"TCF12"	"84525"	"HOPX"
"6938"	"TCF12"	"89927"	"C16orf45"
"6938"	"TCF12"	"117581"	"TWIST2"
"6938"	"TCF12"	"118812"	"MORN4"
"6938"	"TCF12"	"121549"	"ASCL4"
"6938"	"TCF12"	"124790"	"HEXIM2"
